"","iElectron","t","ix","iy","iz"
"34696",86,1.214279e-10,151,37,88
"34697",82,1.214838e-10,245,105,225
"34698",82,1.214984e-10,243,105,225
"34699",80,1.215347e-10,102,248,2
"34700",95,1.215414e-10,215,85,68
"34701",80,1.215937e-10,103,249,1
"34702",84,1.215957e-10,200,199,163
"34703",91,1.216004e-10,193,78,64
"34704",80,1.216571e-10,100,249,1
"34705",80,1.216604e-10,102,248,0
"34706",91,1.216853e-10,194,79,64
"34707",80,1.217014e-10,100,0,0
"34708",80,1.217789e-10,99,249,1
"34709",80,1.218058e-10,99,249,3
"34710",80,1.219221e-10,100,248,4
"34711",84,1.220585e-10,202,201,164
"34712",84,1.220893e-10,202,204,164
"34713",84,1.220893e-10,204,204,167
"34714",91,1.221391e-10,193,78,64
"34715",95,1.221499e-10,215,86,68
"34716",84,1.222161e-10,201,205,169
"34717",84,1.222219e-10,200,204,168
"34718",82,1.222488e-10,244,106,226
"34719",91,1.223007e-10,192,78,62
"34720",80,1.224013e-10,99,248,4
"34721",82,1.225882e-10,245,106,226
"34722",95,1.225956e-10,214,84,68
"34723",84,1.22771e-10,203,206,169
"34724",86,1.229001e-10,149,39,92
"34725",84,1.229498e-10,203,206,171
"34726",86,1.229722e-10,151,38,95
"34727",82,1.230045e-10,244,106,226
"34728",84,1.230996e-10,202,202,172
"34729",84,1.231595e-10,204,204,174
"34730",84,1.232696e-10,204,203,174
"34731",84,1.233174e-10,207,205,174
"34732",86,1.233272e-10,149,37,95
"34733",95,1.233503e-10,215,84,66
"34734",84,1.234137e-10,206,205,174
"34735",86,1.234377e-10,151,37,95
"34736",86,1.234535e-10,155,40,95
"34737",80,1.23472e-10,100,247,4
"34738",95,1.234938e-10,216,84,65
"34739",84,1.235062e-10,208,204,174
"34740",95,1.235135e-10,217,84,65
"34741",84,1.23521e-10,207,204,174
"34742",84,1.235341e-10,206,206,176
"34743",82,1.235459e-10,245,108,226
"34744",86,1.235467e-10,154,40,97
"34745",84,1.236596e-10,204,205,176
"34746",80,1.236779e-10,100,248,4
"34747",84,1.236971e-10,205,204,178
"34748",84,1.237226e-10,204,205,178
"34749",84,1.23803e-10,204,207,179
"34750",84,1.238223e-10,207,204,179
"34751",84,1.238348e-10,206,206,181
"34752",95,1.238405e-10,217,85,65
"34753",84,1.238782e-10,208,208,182
"34754",83,1.23927e-10,174,110,53
"34755",95,1.239591e-10,217,87,67
"34756",91,1.240087e-10,193,79,66
"34757",91,1.240657e-10,194,79,69
"34758",86,1.240831e-10,153,41,101
"34759",86,1.241415e-10,153,41,102
"34760",80,1.241806e-10,101,246,4
"34761",83,1.242304e-10,175,110,54
"34762",84,1.242485e-10,208,210,183
"34763",86,1.242964e-10,153,40,99
"34764",91,1.243289e-10,192,77,69
"34765",84,1.243431e-10,206,206,182
"34766",84,1.243452e-10,204,204,184
"34767",84,1.243829e-10,204,205,188
"34768",84,1.244465e-10,204,203,191
"34769",91,1.244473e-10,192,75,73
"34770",84,1.244484e-10,204,207,194
"34771",80,1.244791e-10,100,246,4
"34772",84,1.245231e-10,204,208,194
"34773",82,1.245434e-10,243,108,226
"34774",85,1.245455e-10,123,224,177
"34775",84,1.246079e-10,203,207,195
"34776",84,1.246216e-10,204,209,193
"34777",91,1.246863e-10,190,75,73
"34778",86,1.247248e-10,151,40,101
"34779",84,1.247411e-10,204,211,193
"34780",84,1.247503e-10,207,211,194
"34781",84,1.248362e-10,206,211,195
"34782",84,1.248471e-10,205,211,197
"34783",95,1.24863e-10,216,85,68
"34784",84,1.249462e-10,206,212,197
"34785",84,1.249646e-10,204,213,197
"34786",86,1.249735e-10,148,40,102
"34787",86,1.250201e-10,148,41,102
"34788",91,1.251641e-10,192,78,74
"34789",84,1.252409e-10,202,211,197
"34790",82,1.252802e-10,244,108,226
"34791",85,1.253764e-10,123,222,179
"34792",84,1.254325e-10,203,207,197
"34793",84,1.254955e-10,203,206,199
"34794",84,1.255092e-10,207,207,200
"34795",84,1.255113e-10,208,206,200
"34796",86,1.255945e-10,149,40,102
"34797",95,1.256472e-10,215,85,68
"34798",80,1.256964e-10,99,247,4
"34799",80,1.25739e-10,99,248,4
"34800",91,1.257748e-10,193,78,75
"34801",84,1.258336e-10,206,209,201
"34802",84,1.258343e-10,206,207,201
"34803",82,1.2587e-10,243,106,226
"34804",94,1.258718e-10,142,232,143
"34805",80,1.258962e-10,97,247,2
"34806",88,1.259538e-10,3,35,30
"34807",84,1.259884e-10,204,207,200
"34808",86,1.260021e-10,151,38,102
"34809",91,1.260033e-10,190,76,75
"34810",91,1.260885e-10,187,75,74
"34811",84,1.260897e-10,207,207,203
"34812",80,1.261009e-10,97,246,2
"34813",80,1.261559e-10,100,247,1
"34814",80,1.261614e-10,101,246,1
"34815",82,1.261646e-10,244,106,226
"34816",84,1.26182e-10,205,210,204
"34817",84,1.262115e-10,206,208,207
"34818",95,1.262144e-10,213,83,67
"34819",80,1.262379e-10,99,246,2
"34820",84,1.262688e-10,205,205,207
"34821",80,1.263326e-10,100,247,2
"34822",80,1.263401e-10,97,249,0
"34823",82,1.263677e-10,244,107,226
"34824",84,1.2637e-10,203,205,209
"34825",80,1.263709e-10,96,249,0
"34826",84,1.263955e-10,202,204,210
"34827",82,1.265136e-10,243,108,226
"34828",84,1.265302e-10,200,205,210
"34829",84,1.265378e-10,202,204,210
"34830",84,1.265641e-10,199,204,211
"34831",80,1.265767e-10,97,0,0
"34832",84,1.266003e-10,198,207,211
"34833",84,1.267068e-10,198,207,214
"34834",88,1.267076e-10,3,35,32
"34835",84,1.268136e-10,199,209,215
"34836",84,1.268856e-10,201,208,215
"34837",84,1.269377e-10,202,205,215
"34838",94,1.269456e-10,140,232,145
"34839",84,1.26968e-10,202,205,217
"34840",84,1.270299e-10,203,201,217
"34841",94,1.27137e-10,139,231,144
"34842",84,1.271742e-10,203,202,217
"34843",84,1.272023e-10,200,204,218
"34844",84,1.272481e-10,198,202,218
"34845",84,1.272668e-10,199,201,218
"34846",80,1.273258e-10,98,249,3
"34847",84,1.273333e-10,200,201,218
"34848",84,1.273855e-10,199,200,217
"34849",88,1.2763e-10,3,33,35
"34850",90,1.276567e-10,237,206,18
"34851",80,1.276889e-10,101,249,3
"34852",91,1.277052e-10,184,77,76
"34853",86,1.278398e-10,152,38,103
"34854",84,1.278503e-10,200,201,218
"34855",80,1.278965e-10,100,0,2
"34856",84,1.279595e-10,200,200,218
"34857",84,1.280169e-10,200,202,218
"34858",84,1.280447e-10,200,200,217
"34859",85,1.280618e-10,124,223,183
"34860",88,1.280734e-10,2,32,38
"34861",94,1.281275e-10,139,231,147
"34862",80,1.281428e-10,99,1,1
"34863",84,1.281748e-10,201,199,217
"34864",95,1.282193e-10,213,84,67
"34865",84,1.282309e-10,200,199,217
"34866",80,1.283556e-10,96,0,0
"34867",85,1.284459e-10,123,222,183
"34868",80,1.28464e-10,96,249,1
"34869",82,1.284746e-10,243,107,226
"34870",85,1.284886e-10,122,221,184
"34871",80,1.285086e-10,96,248,1
"34872",85,1.285187e-10,122,220,186
"34873",80,1.285596e-10,97,249,1
"34874",94,1.285997e-10,140,231,150
"34875",80,1.286067e-10,98,246,2
"34876",85,1.286341e-10,123,224,188
"34877",85,1.286459e-10,122,223,190
"34878",80,1.286575e-10,98,247,3
"34879",84,1.286846e-10,200,200,219
"34880",84,1.287897e-10,203,201,219
"34881",94,1.288715e-10,139,229,152
"34882",91,1.289749e-10,185,77,78
"34883",84,1.290332e-10,205,202,219
"34884",84,1.290693e-10,205,202,220
"34885",84,1.29077e-10,206,204,219
"34886",84,1.291197e-10,207,203,220
"34887",85,1.291226e-10,119,221,188
"34888",91,1.291471e-10,182,77,81
"34889",91,1.291788e-10,180,76,85
"34890",91,1.291805e-10,181,73,86
"34891",91,1.292163e-10,183,74,86
"34892",91,1.293129e-10,184,73,87
"34893",88,1.29319e-10,4,32,39
"34894",82,1.293536e-10,243,106,226
"34895",84,1.293591e-10,205,205,221
"34896",88,1.293958e-10,5,32,40
"34897",84,1.294073e-10,206,209,222
"34898",84,1.294511e-10,209,209,223
"34899",84,1.294686e-10,208,211,223
"34900",95,1.295297e-10,215,87,67
"34901",95,1.295368e-10,213,85,67
"34902",84,1.296014e-10,211,209,224
"34903",80,1.296955e-10,99,248,4
"34904",84,1.297334e-10,212,211,224
"34905",95,1.297643e-10,213,83,67
"34906",88,1.300467e-10,1,33,42
"34907",88,1.300917e-10,0,33,44
"34908",84,1.301521e-10,212,211,225
"34909",84,1.302096e-10,215,209,228
"34910",95,1.302937e-10,214,82,66
"34911",88,1.303146e-10,1,35,48
"34912",88,1.303626e-10,0,35,51
"34913",88,1.303881e-10,247,38,49
"34914",95,1.30412e-10,213,83,66
"34915",84,1.304149e-10,215,208,229
"34916",95,1.30417e-10,216,85,65
"34917",84,1.304381e-10,215,208,230
"34918",95,1.304558e-10,215,85,67
"34919",95,1.305459e-10,214,85,66
"34920",86,1.305609e-10,149,41,105
"34921",82,1.30621e-10,243,107,226
"34922",95,1.306355e-10,216,86,66
"34923",95,1.306573e-10,215,85,67
"34924",86,1.306895e-10,150,38,103
"34925",95,1.306986e-10,216,86,67
"34926",84,1.30706e-10,213,208,234
"34927",84,1.307401e-10,214,209,236
"34928",84,1.308571e-10,212,206,236
"34929",84,1.308578e-10,212,205,237
"34930",84,1.308594e-10,211,206,238
"34931",84,1.308894e-10,212,206,238
"34932",84,1.309129e-10,210,205,238
"34933",84,1.309475e-10,211,204,239
"34934",84,1.309621e-10,211,205,241
"34935",95,1.309703e-10,215,85,68
"34936",88,1.310024e-10,248,39,48
"34937",84,1.310116e-10,209,205,241
"34938",95,1.310672e-10,215,84,68
"34939",95,1.31081e-10,214,84,68
"34940",84,1.3109e-10,210,205,240
"34941",86,1.310964e-10,149,38,103
"34942",84,1.311215e-10,212,204,243
"34943",82,1.311344e-10,244,108,225
"34944",86,1.311951e-10,150,36,105
"34945",82,1.312515e-10,245,106,226
"34946",80,1.312907e-10,100,246,4
"34947",82,1.312979e-10,243,108,226
"34948",86,1.313104e-10,150,34,109
"34949",86,1.313116e-10,149,36,111
"34950",84,1.314073e-10,212,204,242
"34951",84,1.314117e-10,212,205,245
"34952",496,0,210,146,0
"34953",497,0,87,25,0
"34954",498,0,16,81,0
"34955",499,0,126,151,0
"34956",500,0,98,107,0
"34957",501,0,151,156,0
"34958",502,0,58,241,0
"34959",503,0,28,138,0
"34960",504,0,221,113,0
"34961",505,0,230,212,0
"34962",506,0,92,122,0
"34963",507,0,122,172,0
"34964",508,0,170,203,0
"34965",509,0,46,182,0
"34966",510,0,6,99,0
"34967",511,0,82,99,0
"34968",499,3.284886e-15,127,149,1
"34969",499,1.315502e-14,126,151,1
"34970",506,2.074951e-14,92,125,0
"34971",498,2.328424e-14,16,81,1
"34972",507,3.264894e-14,122,170,1
"34973",507,3.503765e-14,121,171,0
"34974",496,3.760041e-14,209,147,2
"34975",499,4.664074e-14,126,150,5
"34976",496,4.97791e-14,207,147,3
"34977",507,6.202808e-14,121,170,3
"34978",499,9.273475e-14,127,153,5
"34979",504,9.379553e-14,223,111,2
"34980",507,1.095089e-13,124,172,3
"34981",507,1.098694e-13,120,170,2
"34982",496,1.126772e-13,207,148,3
"34983",506,1.39404e-13,92,127,3
"34984",510,1.462998e-13,8,97,0
"34985",501,1.855368e-13,150,156,3
"34986",506,1.915859e-13,92,126,2
"34987",504,1.93846e-13,222,113,3
"34988",510,2.202592e-13,8,98,1
"34989",497,2.382956e-13,87,24,0
"34990",511,2.410678e-13,85,97,2
"34991",510,2.478668e-13,7,97,2
"34992",496,2.546007e-13,206,149,4
"34993",510,2.843642e-13,6,98,5
"34994",496,3.136218e-13,205,147,4
"34995",510,3.376044e-13,9,97,5
"34996",501,3.406546e-13,147,159,5
"34997",500,3.414212e-13,102,108,1
"34998",501,3.545491e-13,148,159,7
"34999",511,3.665843e-13,86,99,5
"35000",497,3.677429e-13,85,23,2
"35001",511,3.853276e-13,84,96,6
"35002",503,3.901921e-13,27,140,1
"35003",500,3.93414e-13,101,108,0
"35004",496,3.944981e-13,205,148,6
"35005",496,3.974256e-13,204,147,6
"35006",511,4.202592e-13,83,96,5
"35007",498,4.509507e-13,18,80,4
"35008",503,4.590644e-13,25,141,0
"35009",500,5.25118e-13,104,110,1
"35010",496,5.523385e-13,204,149,5
"35011",496,5.725549e-13,206,150,6
"35012",504,5.842631e-13,221,117,3
"35013",497,6.181092e-13,85,19,1
"35014",498,6.263333e-13,19,78,6
"35015",504,6.281861e-13,221,119,5
"35016",510,6.465382e-13,10,97,6
"35017",504,6.56809e-13,219,120,6
"35018",507,6.576696e-13,120,169,1
"35019",511,7.197448e-13,87,95,6
"35020",496,7.250776e-13,203,152,6
"35021",510,8.605275e-13,10,96,10
"35022",502,8.672744e-13,56,243,0
"35023",496,8.68869e-13,202,152,10
"35024",504,8.691115e-13,217,120,4
"35025",503,9.237274e-13,27,142,3
"35026",510,9.793734e-13,10,95,11
"35027",510,9.940869e-13,7,92,10
"35028",507,9.96354e-13,122,172,3
"35029",496,9.964107e-13,202,151,12
"35030",496,1.013813e-12,202,150,11
"35031",496,1.053594e-12,200,150,12
"35032",507,1.10136e-12,121,173,5
"35033",509,1.181044e-12,45,181,0
"35034",503,1.210711e-12,29,142,1
"35035",496,1.46049e-12,202,152,11
"35036",504,1.490711e-12,217,118,2
"35037",510,1.505797e-12,7,93,7
"35038",503,1.545136e-12,29,140,2
"35039",507,1.555513e-12,122,172,3
"35040",504,1.571793e-12,216,120,2
"35041",499,1.610046e-12,129,154,5
"35042",504,1.611271e-12,217,118,2
"35043",496,1.616959e-12,206,151,11
"35044",496,1.637437e-12,206,150,12
"35045",496,1.65874e-12,205,148,13
"35046",496,1.775047e-12,204,149,13
"35047",511,1.813505e-12,85,93,9
"35048",496,1.836315e-12,204,151,11
"35049",496,1.861577e-12,205,149,10
"35050",496,1.912607e-12,205,151,10
"35051",496,1.944626e-12,205,150,10
"35052",496,1.976108e-12,205,150,11
"35053",507,2.043537e-12,126,172,3
"35054",496,2.064463e-12,204,150,11
"35055",496,2.067648e-12,206,151,10
"35056",496,2.076343e-12,206,150,9
"35057",497,2.076406e-12,84,19,3
"35058",496,2.139213e-12,206,151,8
"35059",496,2.226682e-12,207,150,8
"35060",496,2.240008e-12,204,151,9
"35061",496,2.311664e-12,204,151,10
"35062",496,2.312002e-12,201,152,11
"35063",511,2.431573e-12,85,94,11
"35064",509,2.585454e-12,45,181,2
"35065",497,2.610877e-12,86,18,4
"35066",498,2.700965e-12,18,78,7
"35067",511,2.747459e-12,87,95,13
"35068",497,2.781108e-12,85,18,2
"35069",498,2.791251e-12,19,78,6
"35070",506,2.830696e-12,93,129,2
"35071",511,2.855236e-12,87,96,16
"35072",500,2.856298e-12,105,109,3
"35073",496,2.894677e-12,202,152,11
"35074",502,2.896428e-12,55,243,3
"35075",502,3.027835e-12,55,243,4
"35076",505,3.082415e-12,228,215,0
"35077",510,3.090119e-12,7,93,9
"35078",511,3.10876e-12,84,95,16
"35079",496,3.136317e-12,202,151,12
"35080",505,3.212858e-12,225,217,1
"35081",502,3.215451e-12,56,242,4
"35082",500,3.232946e-12,104,110,1
"35083",496,3.252769e-12,202,150,12
"35084",509,3.308307e-12,44,182,0
"35085",496,3.345243e-12,202,149,13
"35086",496,3.366893e-12,203,149,15
"35087",496,3.376194e-12,201,151,16
"35088",500,3.418436e-12,103,108,1
"35089",504,3.553095e-12,217,117,6
"35090",504,3.570066e-12,217,115,4
"35091",496,3.573253e-12,202,147,15
"35092",496,3.582715e-12,202,145,17
"35093",502,3.631426e-12,56,243,7
"35094",496,3.6566e-12,200,143,18
"35095",511,3.670117e-12,83,96,18
"35096",502,3.678448e-12,57,245,6
"35097",496,3.682717e-12,202,143,18
"35098",496,3.774221e-12,200,145,20
"35099",511,3.917218e-12,80,95,20
"35100",511,3.957711e-12,78,98,19
"35101",496,4.005378e-12,200,146,20
"35102",496,4.01877e-12,199,147,20
"35103",508,4.030097e-12,170,204,1
"35104",507,4.040923e-12,126,172,5
"35105",507,4.08566e-12,126,172,3
"35106",496,4.115027e-12,198,146,18
"35107",496,4.177644e-12,197,146,18
"35108",496,4.234863e-12,197,145,18
"35109",496,4.263862e-12,198,144,18
"35110",511,4.2788e-12,78,100,23
"35111",507,4.333115e-12,122,171,5
"35112",496,4.34254e-12,202,143,20
"35113",507,4.346123e-12,119,169,8
"35114",511,4.393219e-12,78,101,27
"35115",496,4.416559e-12,200,145,20
"35116",511,4.423941e-12,77,104,30
"35117",511,4.440133e-12,76,107,30
"35118",511,4.515209e-12,77,108,31
"35119",497,4.579423e-12,86,17,4
"35120",496,4.630578e-12,199,146,20
"35121",511,4.721839e-12,79,109,34
"35122",511,4.72878e-12,79,110,35
"35123",496,4.787317e-12,199,144,21
"35124",496,4.795873e-12,199,145,20
"35125",496,4.878586e-12,201,143,19
"35126",496,4.915384e-12,201,142,16
"35127",496,4.923829e-12,201,141,16
"35128",511,4.965594e-12,79,109,35
"35129",496,4.979021e-12,202,140,15
"35130",496,5.01039e-12,203,142,16
"35131",496,5.043543e-12,203,143,17
"35132",511,5.05915e-12,78,110,37
"35133",496,5.070168e-12,203,144,19
"35134",496,5.107974e-12,202,147,22
"35135",500,5.393481e-12,106,106,4
"35136",496,5.587721e-12,203,146,22
"35137",507,5.604941e-12,122,168,11
"35138",496,5.646093e-12,202,147,22
"35139",496,5.81129e-12,203,145,22
"35140",507,5.867961e-12,123,172,13
"35141",507,5.8785e-12,122,172,13
"35142",502,5.909522e-12,57,248,6
"35143",496,5.91759e-12,201,145,22
"35144",511,5.972721e-12,78,110,38
"35145",496,6.013613e-12,202,142,21
"35146",505,6.083364e-12,226,216,3
"35147",498,6.192678e-12,18,78,7
"35148",505,6.207953e-12,228,218,5
"35149",496,6.258123e-12,203,141,20
"35150",511,6.27055e-12,80,106,39
"35151",501,6.364453e-12,148,160,9
"35152",496,6.563152e-12,204,141,20
"35153",509,6.662269e-12,44,180,2
"35154",507,6.920514e-12,122,170,13
"35155",498,6.954273e-12,19,78,7
"35156",507,7.067483e-12,123,172,13
"35157",496,7.11026e-12,203,141,20
"35158",496,7.282796e-12,203,142,21
"35159",507,7.29358e-12,122,172,13
"35160",496,7.655782e-12,204,142,21
"35161",511,7.679875e-12,79,106,41
"35162",496,7.722195e-12,204,146,21
"35163",496,7.744937e-12,204,146,22
"35164",501,7.915826e-12,150,162,11
"35165",496,7.972237e-12,205,145,21
"35166",496,8.08945e-12,204,144,21
"35167",496,8.185951e-12,202,144,21
"35168",496,8.354638e-12,203,143,22
"35169",505,8.411819e-12,227,218,8
"35170",496,8.420332e-12,203,145,23
"35171",504,8.443991e-12,216,114,8
"35172",496,8.630872e-12,201,145,23
"35173",496,8.837149e-12,203,145,23
"35174",499,8.965925e-12,127,154,9
"35175",507,9.040942e-12,124,173,14
"35176",498,9.145235e-12,16,78,8
"35177",499,9.262476e-12,126,153,10
"35178",499,9.290664e-12,125,153,9
"35179",505,9.367753e-12,230,218,7
"35180",500,9.44624e-12,106,108,5
"35181",497,9.63996e-12,89,19,7
"35182",505,9.769081e-12,231,218,11
"35183",505,9.79776e-12,229,217,14
"35184",497,9.860366e-12,89,16,11
"35185",497,9.888903e-12,90,12,11
"35186",510,9.891213e-12,7,92,12
"35187",505,9.987937e-12,227,217,12
"35188",497,1.003895e-11,87,12,12
"35189",496,1.008215e-11,201,146,23
"35190",497,1.008324e-11,90,11,12
"35191",507,1.010311e-11,126,172,14
"35192",508,1.015374e-11,168,201,0
"35193",507,1.02154e-11,126,169,16
"35194",508,1.040424e-11,166,197,1
"35195",497,1.046115e-11,90,10,13
"35196",496,1.049192e-11,201,145,23
"35197",508,1.053881e-11,169,197,1
"35198",508,1.056385e-11,172,195,1
"35199",507,1.056847e-11,127,171,20
"35200",505,1.060845e-11,224,217,14
"35201",508,1.061847e-11,172,194,1
"35202",497,1.063023e-11,90,10,14
"35203",497,1.07156e-11,90,9,18
"35204",511,1.074389e-11,81,105,42
"35205",505,1.078781e-11,223,217,12
"35206",497,1.08117e-11,91,8,19
"35207",508,1.084282e-11,173,194,2
"35208",507,1.093817e-11,125,170,22
"35209",508,1.099787e-11,171,193,1
"35210",507,1.10279e-11,126,169,23
"35211",508,1.105517e-11,170,190,1
"35212",508,1.108386e-11,170,191,3
"35213",507,1.110302e-11,124,169,24
"35214",508,1.116661e-11,170,192,5
"35215",508,1.117703e-11,169,192,5
"35216",508,1.122947e-11,166,190,6
"35217",496,1.13365e-11,201,146,23
"35218",507,1.134137e-11,126,170,28
"35219",508,1.137634e-11,167,191,6
"35220",508,1.145286e-11,166,190,6
"35221",508,1.148474e-11,167,191,5
"35222",508,1.149685e-11,168,191,5
"35223",508,1.17849e-11,168,190,5
"35224",508,1.180122e-11,167,191,5
"35225",508,1.183516e-11,164,189,5
"35226",500,1.184324e-11,107,107,9
"35227",507,1.185453e-11,124,172,30
"35228",508,1.187857e-11,161,190,7
"35229",496,1.190322e-11,202,147,27
"35230",508,1.195382e-11,162,188,8
"35231",508,1.195876e-11,163,189,7
"35232",508,1.204943e-11,164,189,7
"35233",508,1.20542e-11,164,193,8
"35234",509,1.206537e-11,45,182,4
"35235",508,1.206757e-11,165,191,8
"35236",499,1.208206e-11,128,152,11
"35237",508,1.215747e-11,165,193,11
"35238",508,1.216583e-11,162,192,13
"35239",505,1.223507e-11,222,217,16
"35240",505,1.225031e-11,223,214,18
"35241",508,1.233781e-11,163,192,12
"35242",500,1.239863e-11,109,110,11
"35243",508,1.247819e-11,163,188,12
"35244",508,1.253645e-11,164,187,13
"35245",507,1.254731e-11,122,171,30
"35246",508,1.259011e-11,164,191,14
"35247",508,1.260191e-11,162,188,14
"35248",499,1.262179e-11,128,152,15
"35249",500,1.262478e-11,109,111,12
"35250",508,1.276072e-11,162,189,13
"35251",508,1.279464e-11,163,187,13
"35252",508,1.279629e-11,163,188,14
"35253",499,1.280016e-11,127,151,15
"35254",499,1.280322e-11,127,152,13
"35255",509,1.285913e-11,45,181,8
"35256",509,1.287421e-11,45,181,9
"35257",510,1.288797e-11,7,92,13
"35258",508,1.291493e-11,164,189,15
"35259",508,1.298586e-11,163,189,15
"35260",508,1.30317e-11,163,190,16
"35261",508,1.32612e-11,163,191,17
"35262",503,1.340028e-11,29,140,4
"35263",508,1.340241e-11,164,191,17
"35264",500,1.348813e-11,110,112,12
"35265",508,1.367146e-11,164,190,17
"35266",508,1.37582e-11,166,189,18
"35267",508,1.383743e-11,169,188,17
"35268",508,1.386111e-11,171,191,18
"35269",508,1.38658e-11,172,191,18
"35270",508,1.391321e-11,170,190,18
"35271",508,1.392298e-11,169,189,19
"35272",508,1.39323e-11,168,186,20
"35273",508,1.398811e-11,169,187,22
"35274",508,1.412369e-11,170,186,21
"35275",496,1.413523e-11,202,145,31
"35276",497,1.413782e-11,90,5,19
"35277",499,1.416849e-11,126,154,13
"35278",508,1.421673e-11,169,188,21
"35279",508,1.422711e-11,169,187,23
"35280",508,1.423128e-11,170,187,23
"35281",497,1.425551e-11,88,5,19
"35282",497,1.437827e-11,86,4,18
"35283",497,1.441319e-11,85,4,17
"35284",497,1.445185e-11,85,4,18
"35285",497,1.446935e-11,86,4,19
"35286",496,1.473332e-11,205,146,29
"35287",508,1.483941e-11,169,189,24
"35288",509,1.499982e-11,43,183,6
"35289",497,1.504291e-11,86,4,21
"35290",508,1.508132e-11,169,188,24
"35291",497,1.510957e-11,86,4,23
"35292",508,1.517348e-11,167,188,24
"35293",497,1.517945e-11,86,3,22
"35294",497,1.528965e-11,87,2,24
"35295",507,1.529339e-11,125,172,30
"35296",497,1.530081e-11,88,2,23
"35297",505,1.531793e-11,225,216,17
"35298",497,1.532731e-11,88,3,23
